"","Height","Tree","Shrub","WoodyLiana","ParasiticEpiphyte","DwarfShrub","PolycarpNonClonalHerb","ClonalHerb","AnnualHerb","ChamPh","GeoPh","HemiPh","HydroPh","MphanPh","NphanPh","TherPh","LfArVertic","LfArAltern","LfArRosette","LfArOppos","LfTSimple","LfTReduced","LfTComp","LfGrSpring","LfGrSummer","LfGrWinter","LfGrPersist","LfScler","LfSuccul","LA","SLA","LDMC","FloweringLength","Dioecy","OutCross","AutoGam","ZooGam","AnemoGam","HydroGam","FleshyFr","VegetRepr","MyrmChor","SeedMass","Sh_polycyclic_Woody_incl","BdBank_size","BdBank_depth","Parasit","MHtroph","Cvory","Nfix","Gnm_size","Gnm_GC","Clon_persist","Clon_multip","LateralSpr","ClonInd","ClonDispOrg","DiasporeVeg","DiasporeGen","DispAllium","DispBidens","DispCornus","DispEpilobium","DispalLycopodium","DispPhragmites","DispSparganium","DispWolffia","DispZea"
"1",3.68890445380144,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.88,0,3.71965111278069,5.87,319.3,1,0,0.9,0,0,1,1,0,0,0,4.37210255347619,1,0,0,0,0,0,0,10.4277236525556,43.47,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"2",0.000999500333083423,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.75,0,6.59718559885382,25.0651313969571,210.235209444021,2,0,0.6,1,0,0,0,0,0,0,2.36273901581379,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,7.88788773962305,40.53574107683,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"3",2.0150363449875,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0.75,0,8.46410882032378,14.54,360.5,1,0,0.5,0,1,0,0,0,0.25,0,3.99562858928294,1,30,10,0,0,0,0,7.10768752003575,37.68,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,0,0,0,1,0,0,0,0,0
"4",2.70811686554675,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.75,0,6.59718559885382,25.1,210.235209444021,2,1,0.9,0,0,1,1,0,0.5,0,3.71892357546231,1,0,0,0,0,0,0,6.80943657811336,37.21,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,0,0,0,1,0,0,0,0,0
"5",3.21891582406822,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0.63,0,8.55521510937854,19.66,274,2,0,1,0,1,0,0,0,0,0,4.61353510231972,1,0,0,0,0,0,0,7.12250368950796,37.81,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"6",3.40123071443995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0.75,0,9.03183313142013,16.68,262.5,1,0.5,0.75,0,1,0,0,0,0,0,4.23714536085377,1,30,10,0,0,0,0,7.75631519977882,37.82,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"7",-0.509160344446929,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0268240343347639,0.582081545064378,0.0895922746781116,0.300429184549356,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,5,0.0972588297311544,0.643399778516058,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.281028659160696,1,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,7.88788773962305,40.53574107683,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"8",-0.841647188878389,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.88,0,6.94455961350419,17.4,190.87,5,0.5,0.88,0,1,0,0,0,0.5,1,-1.89711998488588,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,9.13731688847508,40.22,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"9",-0.596020469829223,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.88,0,6.01859321449623,18.94,185.5,5,0.5,0.88,0,1,0,0,0,0.5,1,-1.96611285637283,1,22.14,5.06,0,0,0,0,9.51018122594688,40.53574107683,4,4.75,0.14,5,0,0,1,1,0,0,0,0,0,0,0,0
"10",-0.964955903855436,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.88,0,6.59718559885382,25.0651313969571,210.235209444021,5,0.5,1,0,1,0,0,0,0.5,1,-2.65926003693278,1,37.67,8.45,0,0,0,0,8.41701478098305,40.15,3.5,3.38,0.1,5,0,0,1,1,0,0,0,0,0,0,0,0
"11",-0.632993257740198,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.88,0,6.34183968889819,8.08,333.99,5,0.5,1,0,1,0,0,0,0.5,1,-1.89711998488588,1,20,4,0,0,0,0,9.75691376211421,40.28,4,6,0.13,5,0,0,1,1,0,0,0,0,0,0,0,0
"12",-0.596020469829223,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0268240343347639,0.582081545064378,0.0895922746781116,0.300429184549356,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,7,0.5,1,0,1,0,0,0,0.5,1,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,9.19133490686179,40.12,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"13",-0.429245636773568,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.5,0,4.77912349311153,16.3,213,4,0.5,0.88,0,1,0,0,0,0.5,1,-1.23787435600162,0,20,4,0,0,0,0,8.71410282293615,38.92,4,6,0.13,5,0,0,1,1,0,0,0,0,0,0,0,0
"14",-1.10563690360507,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.88,0,6.59718559885382,25.0651313969571,210.235209444021,3,0.5,0.643399778516058,0,1,0,0,0,0.5,1,-1.71479842809193,1,20,4,0,0,0,0,8.51191327716846,39.33,4,6,0.13,5,0,0,1,1,0,0,0,0,0,0,0,0
"15",-0.355247391947547,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0268240343347639,0.582081545064378,0.0895922746781116,0.300429184549356,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,2,0.0972588297311544,0.643399778516058,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.281028659160696,1,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,7.88788773962305,40.53574107683,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"16",-1.42295834549148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,5.54024341716161,19.24,235.3,3,0.5,0.75,0,1,0,0,0,0,1,-0.462035459596559,0,10,3,0,0,0,0,6.96514644351132,40.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"17",-0.460449416440924,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0268240343347639,0.582081545064378,0.0895922746781116,0.300429184549356,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,2,0.0972588297311544,0.75,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.281028659160696,0,-0.0141698571165914,0,10,3,0,0,0,0,9.09632921383757,41.49,1,1,0.01,3,0,0,1,1,0,0,0,0,0,0,0,0
"18",0.0962188577405429,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0.0268240343347639,0.582081545064378,0.0895922746781116,0.300429184549356,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,2,0.0972588297311544,0.75,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.281028659160696,0,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,9.16803498610814,42.64,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"19",-0.161343150408763,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.63,0,9.35116696480118,22.59,140.16,2,0,0.75,1,1,0,0,0,0.5,0,1.16938135955632,1,15,3.67,0,0,0,0,9.63353995715953,42.86,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"20",-0.104250021373799,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,6.59718559885382,25.0651313969571,210.235209444021,3,0,0.75,0,1,0,0,0,0,0,-0.0141698571165914,0,10,3,0,0,0,0,9.82950026540737,43.04,1,1,0.01,3,0,0,1,1,0,0,0,0,0,0,0,0
"21",0.183154543097846,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.63,0,6.59718559885382,25.0651313969571,210.235209444021,3,0,0.75,0,1,0,0,0,0,0,-0.0141698571165914,0,10,3,0,0,0,0,9.17079568634949,42.47,1,3,0.06,3,1,0,1,1,0,0,0,0,0,0,0,0
"22",-0.161343150408763,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.25,0,9.21705577311149,25.56,246.66,2,0,0.643399778516058,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,1,1,0,0.425267735404344,0,20,4,0,0,0,0,6.97028866618161,39.33,3,3.25,0.13,5,0,0.0616113744075829,0.996122361051271,0,0,0,0,0,0,0,0,1
"23",0.33718626735487,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0268240343347639,0.582081545064378,0.0895922746781116,0.300429184549356,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,2,0.0972588297311544,0.643399778516058,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.281028659160696,1,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,9.86768212066467,39.44,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"24",-0.691149177897272,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.5,0,9.99612370577056,37.33,248.33,3,0,0.5,1,1,0,0,1,0.5,1,4.78715835388081,0,16,4.25,0,0,0,0,9.85064410992098,40.17,4,2,0.03,3,0,0,1,0,0,1,0,0,0,0,0,0
"25",-0.429245636773568,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,7.14168049866102,36,210.235209444021,2,0,0.75,1,1,0,0,0,0,0,-1.20397280432594,0,20,4,0,0,0,0,8.97757694770158,43.28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"26",0.049742091894814,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.63,0,11.2221787011456,26.71,117.22,2,0,0.75,1,1,0,0,0,0.5,0,-0.0141698571165914,1,20,4,0,0,0,0,9.66924071221787,39.68,4,0.75,0.07,4,0,0,1,0,0,0,1,0,0,0,0,0
"27",-0.913793851675568,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.75,0,5.26527751246984,42.07,120.2,3,0,0.5,1,1,0,0,0,0,1,2.44495233428097,0,5,1,0,0,0,0,10.3366239220832,43.24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"28",-1.38230233985035,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,5.63121178182137,15.31,357.84,2,0,0.75,1,1,0,0,0,0.5,1,2.36179695262589,0,20,4,0,0,0,0,9.91818353564059,41.34,3.33,1,0.01,3,0,0,1,1,0,0,0,0,0,0,0,0
"29",-2.03255795578099,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.5,0,7.55153888100205,38.45,136.67,3,0,0.75,1,1,0,0,1,0.75,0.20198105081826,-0.446287102628419,0,10,3,0,0,0,0,10.1291000534843,37.05,1.6,4,0.13,5,0,0,1,1,0,0,0,0,0,0,0,0
"30",-0.286349627218002,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.63,0,9.51046274204628,28.8,230,4,0.5,0.75,0,1,0,0,0,0.75,0,0.524728528934982,1,20,4,0,0,0,0,8.66307722505463,37.52,4,1.89,0.09,3,0,0,1,1,0,0,0,0,0,0,0,0
