"","Height","Tree","Shrub","WoodyLiana","ParasiticEpiphyte","DwarfShrub","MonocarpPerennialHerb","PolycarpNonClonalHerb","ClonalHerb","AnnualHerb","ChamPh","GeoPh","HemiPh","HydroPh","MphanPh","NphanPh","TherPh","LfArVertic","LfArAltern","LfArRosette","LfArOppos","LfTSimple","LfTReduced","LfTComp","LfGrSpring","LfGrSummer","LfGrWinter","LfGrPersist","LfScler","LfSuccul","LA","SLA","LDMC","FloweringLength","Dioecy","OutCross","AutoGam","ZooGam","AnemoGam","HydroGam","FleshyFr","VegetRepr","MyrmChor","SeedMass","Sh_polycyclic_Woody_incl","BdBank_size","BdBank_depth","Parasit","MHtroph","Cvory","Nfix","Gnm_size","Gnm_GC","Clon_persist","Clon_multip","LateralSpr","ClonInd","ClonDispOrg","DiasporeVeg","DiasporeGen","DispAllium","DispBidens","DispCornus","DispEpilobium","DispalLycopodium","DispPhragmites","DispSparganium","DispWolffia","DispZea"
"Actaea_europaea",1.06166724367319,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0269541778975741,0.580592991913747,0.0900269541778976,0.302425876010782,0,-0.0800299849742371,0,0,0,-0.785213700096451,0,0,0,0,0,0,-0.26861629036035,0,2.00177672963684,0,0,0,0,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,2.08207299464983,-0.430105246050178,0,0,0,0,0,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Actaea_spicata",0.10222037549023,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.76403318271504,-0.0800299849742371,2.26606350082414,1.26239713491265,0.643446378721687,0.07889887659623,-0.454572899827647,-0.705791010502646,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,3.84355658421655,0.912422182483491,2.00177672963684,2.88873957600769,-0.963537372934444,-0.0555163931004757,0.198853634407764,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,2.06415477930803,-0.143562342570672,1.58193858196129,0.377104720073119,-0.168162900877352,0.564840101214843,-0.216230409684991,-0.258105326136637,0.0628470975161218,0,0,1,0,0,0,0,0,0
"Adenophora_liliifolia",0.346578900188903,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.37885500440375,-0.0800299849742371,0.363013382422919,1.12550303161853,0,-0.785213700096451,-0.454572899827647,0.524669415947059,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,-1.17100613052366,-0.506655847922114,-0.715850012790573,-0.963537372934444,0.381938691695666,0.0868898250734766,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,1.14598389329097,1.07718893115708,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Adenostyles_alliariae",0.793479061309253,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.169731325413269,-0.0800299849742371,3.08347128749984,0.169302866503921,-1.57108882367649,-0.785213700096451,-0.454572899827647,0.524669415947059,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,0.912422182483491,-0.506655847922114,0,1.40709211259973,0.381938691695666,0.0868898250734766,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,1.87337985888591,-0.335899359974724,1.58193858196129,-0.322460374863118,0.473711557580787,1.08708752845932,-0.216230409684991,-0.258105326136637,0.0628470975161218,0,0,0,1,0,0,0,0,0
"Adonis_aestivalis",-0.105509248107277,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.37885500440375,-0.0800299849742371,-0.88797977664417,1.75027536770525,-1.52075463937974,0.07889887659623,-0.454572899827647,-0.705791010502646,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,-1.17100613052366,2.00177672963684,1.47954134446751,-0.963537372934444,-1.25851787628986,-1.25667588693798,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,2.5752409065025,1.06148795014451,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Adonis_vernalis",-0.542632176984066,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.37885500440375,-0.0800299849742371,-0.644012318163301,-1.00407516173144,2.4931431982978,-0.785213700096451,-0.454572899827647,0.524669415947059,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,0.912422182483491,2.00177672963684,1.42951055478002,-0.963537372934444,0.381938691695666,0.0868898250734766,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,2.13518337485893,0.315691352047165,1.15549402499312,-0.182547355875871,-0.489100130106421,0.564840101214843,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Adoxa_moschatellina",-1.14932692537918,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-0.76403318271504,-0.0800299849742371,0.636264936736255,1.37767637979191,-1.24256537247792,0.07889887659623,-0.454572899827647,0.524669415947059,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,3.84355658421655,1.95413633898707,0,-0.259985181959919,-0.963537372934444,-0.711699020294688,-0.360965412263674,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,2.35699609952024,-1.36823886155157,0.0543759898364962,1.4964088719711,1.43652324526799,1.6093349557038,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Aegopodium_podagraria",0.479902252483069,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.169731325413269,-0.0800299849742371,1.94227455585009,0.384422171680404,0.333840473299076,0.943011453288911,1.88235065294483,0.524669415947059,-1.18587041385426,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,1.95413633898707,-0.506655847922114,0.324230510146788,1.40709211259973,0.381938691695666,0.0868898250734766,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0.815236728020424,-1.18375233465381,1.58193858196129,0.31554299171873,0.794648786809856,0.564840101214843,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Aesculus_hippocastanum",3.54216290536535,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.37885500440375,-0.0800299849742371,1.45791908299983,-1.16978907624538,0.696989789533999,-1.64932627678913,1.88235065294483,0.524669415947059,-1.18587041385426,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,-1.17100613052366,-0.506655847922114,5.39339094530958,1.40709211259973,-1.80533673228504,-1.70453112427513,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-1.0190229755652,-0.924686147946309,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,-0.258105326136637,0.0628470975161218,0,0,1,0,0,0,0,0,0
"Aethusa_cynapium",0.240440765218102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.37885500440375,-0.0800299849742371,0.984140534261543,0.788928807729962,-0.281824297713155,0.07889887659623,-0.454572899827647,-0.705791010502646,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,-1.17100613052366,-0.506655847922114,0.327780103102592,-0.963537372934444,-1.25851787628986,-1.25667588693798,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-0.0581926458200589,0,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Agrimonia_eupatoria",0.574345352272994,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.37885500440375,-0.0800299849742371,1.63076675905017,-0.680881564480647,2.18336838621648,0.07889887659623,-0.454572899827647,-0.213606839922764,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,-1.17100613052366,-0.506655847922114,1.60443583860546,-0.963537372934444,0.381938691695666,0.0868898250734766,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-0.0506328195610991,0.0448494295802343,1.58193858196129,-0.182547355875871,-0.168162900877352,0.564840101214843,-0.216230409684991,-0.258105326136637,0.0628470975161218,0,1,0,0,0,0,0,0,0
"Agrimonia_procera",0.956010401238423,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.37885500440375,-0.0800299849742371,1.88646086407456,-0.570748714462065,1.74319763360801,0.07889887659623,-0.454572899827647,-0.213606839922764,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,0.912422182483491,-0.506655847922114,1.80699692374752,-0.963537372934444,0.381938691695666,0.0868898250734766,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0.676209096236918,0.162606787174553,1.58193858196129,-0.182547355875871,1.43652324526799,1.08708752845932,-0.216230409684991,-0.258105326136637,0.0628470975161218,0,1,0,0,0,0,0,0,0
"Agropyron_pectinatum",0.00412489896998853,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0269541778975741,0.580592991913747,0.0900269541778976,0.302425876010782,0,-0.0800299849742371,-0.366559226351838,-0.372097872839763,0,0.07889887659623,0,0.524669415947059,0,0,0,0,-0.26861629036035,0,-0.506655847922114,0,0,0,0,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0,0,0,0,0,0,0,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Agrostis_alpina",-0.749898428157058,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.37885500440375,-0.0800299849742371,0,0,0,-0.785213700096451,-0.454572899827647,0,-1.18587041385426,-1.85812506704784,1.94319747825551,4.67134083333187,-0.26861629036035,0.912422182483491,-0.506655847922114,0,1.40709211259973,0.0177573336028781,-0.00268122239395371,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-0.0113635723303846,2.78859586152782,1.58193858196129,2.61571302386908,-0.00769428626281729,1.08708752845932,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
