"","Height","Tree","Shrub","WoodyLiana","ParasiticEpiphyte","DwarfShrub","MonocarpPerennialHerb","PolycarpNonClonalHerb","ClonalHerb","AnnualHerb","ChamPh","GeoPh","HemiPh","HydroPh","MphanPh","NphanPh","TherPh","LfArVertic","LfArAltern","LfArRosette","LfArOppos","LfTSimple","LfTReduced","LfTComp","LfGrSpring","LfGrSummer","LfGrWinter","LfGrPersist","LfScler","LfSuccul","LA","SLA","LDMC","FloweringLength","Dioecy","OutCross","AutoGam","ZooGam","AnemoGam","HydroGam","FleshyFr","VegetRepr","MyrmChor","SeedMass","Sh_polycyclic_Woody_incl","BdBank_size","BdBank_depth","Parasit","MHtroph","Cvory","Nfix","Gnm_size","Gnm_GC","Clon_persist","Clon_multip","LateralSpr","ClonInd","ClonDispOrg","DiasporeVeg","DiasporeGen","DispAllium","DispBidens","DispCornus","DispEpilobium","DispalLycopodium","DispPhragmites","DispSparganium","DispWolffia","DispZea"
"Calamagrostis_epigejos",0.793479061309253,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.52174319152254,-0.0800299849742371,1.27933046975366,-1.23669220943424,3.20576039141182,0.07889887659623,-0.454572899827647,1.75512984239676,-1.18587041385426,-1.85812506704784,1.94319747825551,4.67134083333187,-0.26861629036035,0.912422182483491,-0.506655847922114,-1.44022538049134,1.40709211259973,0.928757547690842,1.07217134721521,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0.950503088326545,2.6433617871615,1.58193858196129,0.237191701085871,0.473711557580787,1.08708752845932,-0.216230409684991,-0.258105326136637,0.0628470975161218,0,0,0,1,0,0,0,0,0
"Calamagrostis_phragmitoides",0.956010401238423,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.0800299849742371,0,0,0,-0.785213700096451,-0.454572899827647,-1.19797518108253,-1.18587041385426,-1.85812506704784,1.94319747825551,4.67134083333187,-0.26861629036035,0.912422182483491,-0.506655847922114,0,1.40709211259973,0.381938691695666,0.0868898250734766,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0,0,1.58193858196129,1.2165828339966,0.473711557580787,1.6093349557038,-0.216230409684991,-0.258105326136637,0.0628470975161218,0,0,0,0,0,1,0,0,0
"Calamagrostis_pseudophragmites",0.748001754233101,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.169731325413269,-0.0800299849742371,0,0,0,0.07889887659623,-0.454572899827647,0,-1.18587041385426,-1.85812506704784,1.94319747825551,4.67134083333187,-0.26861629036035,0.912422182483491,-0.506655847922114,0,1.40709211259973,0.381938691695666,0.0868898250734766,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0.911365893375106,2.32934216690998,1.58193858196129,0.517017739060366,1.59699185988253,0.564840101214843,-0.216230409684991,-0.258105326136637,0.0628470975161218,0,0,0,0,0,1,0,0,0
"Calamagrostis_stricta",0.346578900188903,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-1.90692136983383,-0.0800299849742371,0.585462825135795,-0.648973916344422,0,0.07889887659623,-0.454572899827647,0,-1.18587041385426,-1.85812506704784,1.94319747825551,4.67134083333187,-0.26861629036035,0.912422182483491,-0.506655847922114,0,1.40709211259973,0.381938691695666,0.0868898250734766,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0.982702269758928,2.69831522070551,1.58193858196129,-0.182547355875871,0.473711557580787,1.08708752845932,-0.216230409684991,-0.258105326136637,0.0628470975161218,0,0,0,0,0,1,0,0,0
"Calamagrostis_varia",0.540039663386263,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.37885500440375,-0.0800299849742371,0,0,0,0.07889887659623,-0.454572899827647,1.75512984239676,-1.18587041385426,-1.85812506704784,1.94319747825551,4.67134083333187,-0.26861629036035,0.912422182483491,-0.506655847922114,-1.21898219969948,-0.963537372934444,0.381938691695666,0.0868898250734766,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,1.23299856929475,2.96130665266615,1.58193858196129,-0.182547355875871,0.473711557580787,1.08708752845932,-0.216230409684991,-0.258105326136637,0.0628470975161218,0,0,0,1,0,0,0,0,0
"Calamagrostis_villosa",0.649802937450448,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.37885500440375,-0.0800299849742371,0.253097845061964,-0.0139087905363369,1.39389866338762,0.07889887659623,-0.454572899827647,0,-1.18587041385426,-1.85812506704784,1.94319747825551,4.67134083333187,-0.26861629036035,0.912422182483491,-0.506655847922114,-1.31949100153371,-0.963537372934444,0.381938691695666,0.0868898250734766,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,1.76350215017435,2.87887650235013,1.58193858196129,0.517017739060366,0.473711557580787,1.08708752845932,-0.216230409684991,-0.258105326136637,0.0628470975161218,0,0,0,1,0,0,0,0,0
"Calla_palustris",-0.437293776022743,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-1.90692136983383,-0.0800299849742371,1.84757703366263,0.708645047903332,-1.75502817501595,0.07889887659623,-0.454572899827647,0.524669415947059,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,3.84355658421655,0.912422182483491,-0.506655847922114,0.614967532501915,1.40709211259973,-0.0281754503007169,-0.844649068587798,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-0.402428188083818,1.63064851185037,0.0543759898364962,1.4964088719711,4.96683276678776,2.13158238294827,-0.216230409684991,3.93114265961956,0.0628470975161218,0,0,0,0,0,0,1,0,0
"Callitriche_cophocarpa",0.287414256566232,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1.90692136983383,-0.0800299849742371,0,0,0,3.53534918336696,-0.454572899827647,-0.213606839922764,1.06825340961718,-1.85812506704784,1.94319747825551,4.67134083333187,-0.26861629036035,1.95413633898707,-0.506655847922114,0,-0.963537372934444,-0.164880164299511,-1.25667588693798,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-0.0767410624831434,-0.912910412186877,-0.327514658194701,2.61571302386908,1.43652324526799,1.6093349557038,-0.216230409684991,3.93114265961956,0.0628470975161218,0,0,0,0,0,0,1,0,0
"Callitriche_hamulata",0.120659901062345,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1.90692136983383,-0.0800299849742371,-2.30790095235918,5.30025854260328,0.439069321677846,3.53534918336696,-0.454572899827647,-1.93625143695235,1.06825340961718,-1.85812506704784,1.94319747825551,4.67134083333187,-0.26861629036035,0.912422182483491,-0.506655847922114,0,-0.963537372934444,-1.25851787628986,-1.25667588693798,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0.993427603630123,-1.16412610838809,-0.327514658194701,2.61571302386908,1.43652324526799,1.6093349557038,-0.216230409684991,3.93114265961956,0.0628470975161218,0,0,0,0,0,0,1,0,0
"Callitriche_hermaphroditica",0.156480408749438,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.0269541778975741,0.580592991913747,0.0900269541778976,0.302425876010782,-1.90692136983383,-0.0800299849742371,0,0,0,1.80712402998159,-0.454572899827647,-0.213606839922764,1.06825340961718,-1.85812506704784,-0.651920418351525,4.67134083333187,-0.26861629036035,0.912422182483491,-0.506655847922114,0,-0.963537372934444,-1.25851787628986,-1.25667588693798,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-0.57468631130298,-1.47422048338645,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,3.93114265961956,0.0628470975161218,0,0,0,0,0,0,0,1,0
"Callitriche_palustris",-0.203553136091597,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,-1.90692136983383,-0.0800299849742371,-1.68974726383744,8.30987025712976,-1.71297041699618,3.53534918336696,-0.454572899827647,-1.05031992990856,1.06825340961718,-1.85812506704784,1.94319747825551,-0.271187686397183,-0.26861629036035,0.912422182483491,-0.506655847922114,-1.44022538049134,-0.963537372934444,-1.25851787628986,-1.25667588693798,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0.136747025238078,-0.763751092567408,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,3.93114265961956,0.0628470975161218,0,0,0,0,0,0,1,0,0
"Callitriche_platycarpa",0.287414256566232,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1.90692136983383,-0.0800299849742371,-2.02551373035441,7.11796520739595,-1.84505542411047,3.53534918336696,-0.454572899827647,-0.213606839922764,1.06825340961718,-1.85812506704784,1.94319747825551,-0.271187686397183,-0.26861629036035,0.912422182483491,-0.506655847922114,0,-0.963537372934444,-1.25851787628986,-1.25667588693798,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0,0,-0.327514658194701,2.61571302386908,1.43652324526799,1.6093349557038,-0.216230409684991,3.93114265961956,0.0628470975161218,0,0,0,0,0,0,1,0,0
"Callitriche_stagnalis",-0.203553136091597,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0.5,0,0,0,1,1,0,0,0,0,0,1,-1.90692136983383,-0.0800299849742371,-2.57446584117511,0.736435580151012,-1.89572742172464,2.67123660667427,-0.454572899827647,-0.213606839922764,1.06825340961718,-1.85812506704784,1.94319747825551,4.67134083333187,-0.26861629036035,0.912422182483491,-0.506655847922114,-1.44022538049134,-0.963537372934444,-1.25851787628986,-1.25667588693798,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0,0,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,3.93114265961956,0.0628470975161218,0,0,0,0,0,0,1,0,0
"Calluna_vulgaris",-0.284500662053235,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0.5,1,0,0,0,0,0,1,1.52174319152254,-0.0800299849742371,-4.41179616683227,-1.37255703375623,1.29660842796841,0.07889887659623,-0.454572899827647,0.524669415947059,-1.18587041385426,0.68176794739476,1.94319747825551,-0.271187686397183,-0.26861629036035,-0.129291974020086,-0.506655847922114,-1.92812500035048,-0.963537372934444,0.556920725614122,-0.477407773971334,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-0.98458716461955,0.680739160589548,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Caltha_palustris",0.00412489896998853,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-1.31261951253206,-0.0800299849742371,2.19219333647494,0.259879416051914,-0.747162142469999,0.07889887659623,-0.454572899827647,1.75512984239676,-1.18587041385426,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,0.912422182483491,2.00177672963684,0.0321226640934347,1.40709211259973,-0.146288323195675,0.0421043013397614,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,1.99149576196503,1.18709579824511,0.308969755190628,0.377104720073119,-0.489100130106421,0.564840101214843,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Calystegia_pulchra",0.878279408428573,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.37885500440375,-0.0800299849742371,1.78523222931126,-0.140510104109099,-0.122207505228503,0.943011453288911,-0.454572899827647,1.75512984239676,-1.18587041385426,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,0.912422182483491,-0.506655847922114,2.24045929958442,-0.963537372934444,0.381938691695666,0.0868898250734766,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0,0,-0.327514658194701,-0.182547355875871,1.43652324526799,1.08708752845932,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Calystegia_sepium",1.39424859005428,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.37885500440375,-0.0800299849742371,0.984190413745007,1.26857280874547,-0.443130156784947,0.943011453288911,-0.454572899827647,0.524669415947059,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,0.912422182483491,-0.506655847922114,2.06045964797076,-0.963537372934444,1.20216697568843,-0.280351469542987,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-0.815995311404837,-0.661694715985667,-0.327514658194701,2.61571302386908,4.96683276678776,2.13158238294827,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Camelina_microcarpa",-0.105509248107277,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.973156861705521,-0.0800299849742371,-0.336889085335951,-0.52237260277166,-1.05491007464676,0.07889887659623,-0.454572899827647,-0.213606839922764,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,-1.17100613052366,-0.506655847922114,-0.658506237006503,-0.963537372934444,-1.25851787628986,-1.25667588693798,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-0.7979147302995,-0.367301321999874,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Campanula_barbata",-0.749898428157058,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0.5,0,1,0,0,0.0269541778975741,0.580592991913747,0.0900269541778976,0.302425876010782,0.37885500440375,-0.0800299849742371,0,-0.623241942041015,0,-0.785213700096451,-0.454572899827647,0.524669415947059,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,0.912422182483491,-0.506655847922114,0,1.40709211259973,0.381938691695666,0.0868898250734766,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0.189227868529176,0.339242823566027,1.58193858196129,-0.182547355875871,-0.489100130106421,0.564840101214843,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Campanula_bohemica",-0.437293776022743,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,1,0.37885500440375,-0.0800299849742371,0,0,0,0.07889887659623,0,0,-1.18587041385426,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,-1.17100613052366,-0.506655847922114,0,-0.963537372934444,0,0,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0.371681082571725,-0.0336554754826421,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Campanula_bononiensis",0.10222037549023,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.37885500440375,-0.0800299849742371,0,0,0,-0.785213700096451,-0.454572899827647,1.75512984239676,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,0.912422182483491,-0.506655847922114,-1.05758002912538,1.40709211259973,0.381938691695666,0.0868898250734766,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0.12700269509524,0.221485465971711,1.58193858196129,-0.182547355875871,-0.489100130106421,0.564840101214843,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Campanula_cervicaria",0.10222037549023,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.973156861705521,-0.0800299849742371,-0.578083936112311,-0.513109092022433,0.383499030960967,-0.785213700096451,-0.454572899827647,0.524669415947059,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,-1.17100613052366,-0.506655847922114,-1.31949100153371,1.40709211259973,-0.711699020294688,-0.360965412263674,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0,0,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Campanula_gelida",-1.14932692537918,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0.5,0,1,0,0,0.0269541778975741,0.580592991913747,0.0900269541778976,0.302425876010782,0,-0.0800299849742371,0,0,0,-0.785213700096451,0,0,0,0,0,0,-0.26861629036035,0,-0.506655847922114,0,0,0,0,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0.374661796258122,-0.379077057759306,0,0,0,0,0,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Campanula_gentilis",-0.437293776022743,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0.5,0,1,0,0,0.0269541778975741,0.580592991913747,0.0900269541778976,0.302425876010782,0,-0.0800299849742371,0,0,0,0.07889887659623,0,0,0,0,0,0,-0.26861629036035,0,-0.506655847922114,0,0,0,0,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0,0,0,0,0,0,0,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Campanula_glomerata",-0.105509248107277,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.973156861705521,-0.0800299849742371,0.148560712023127,-0.0705191340038324,0.187398400194109,0.943011453288911,-0.454572899827647,0.524669415947059,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,0.912422182483491,-0.506655847922114,-1.13288496738821,1.40709211259973,2.24987190377519,2.10671694546403,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0.131835665487923,0,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Campanula_latifolia",0.793479061309253,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.169731325413269,-0.0800299849742371,1.53303596351642,3.14597765392204,-0.938702293451582,-0.785213700096451,-0.454572899827647,0.524669415947059,-1.18587041385426,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,0.912422182483491,-0.506655847922114,-0.640545074527742,1.40709211259973,-0.711699020294688,-0.360965412263674,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-0.0285659632433922,0.0330736938208021,1.58193858196129,-0.182547355875871,-0.489100130106421,0.564840101214843,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Campanula_moravica",0.00412489896998853,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0.5,0,1,0,0,0.0269541778975741,0.580592991913747,0.0900269541778976,0.302425876010782,0,-0.0800299849742371,0,0,0,0.07889887659623,0,0,0,0,0,0,-0.26861629036035,0,-0.506655847922114,0,0,0,0,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0,0,0,0,0,0,0,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Campanula_patula",0.0642106540741293,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,1,0.37885500440375,-0.0800299849742371,0,1.0112530657114,0,1.80712402998159,-0.454572899827647,1.16450883770091,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,-1.17100613052366,-0.506655847922114,-2.10121014501855,1.40709211259973,-0.492971477896617,-0.213173183942415,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-0.267254572069065,-0.465432453328472,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Campanula_persicifolia",0.346578900188903,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,1,0.37885500440375,-0.0800299849742371,-0.253731395491205,0.405007751123129,-0.604773829174166,0.07889887659623,-0.454572899827647,1.16450883770091,-1.18587041385426,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,0.912422182483491,-0.506655847922114,-1.51109004575284,1.40709211259973,2.24987190377519,2.10671694546403,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0.831301034046064,0.880926668499886,1.58193858196129,-0.182547355875871,-0.168162900877352,0.564840101214843,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Campanula_rapunculoides",0.190976375734686,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.37885500440375,-0.0800299849742371,0.674315881484463,2.91027276930284,-1.21621593371855,0.943011453288911,-0.454572899827647,1.16450883770091,-1.18587041385426,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,0.912422182483491,-0.506655847922114,-1.0231904258937,-0.963537372934444,2.07160895672076,2.17837378343797,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0,0,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Campanula_rhomboidalis",-0.542632176984066,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0269541778975741,0.580592991913747,0.0900269541778976,0.302425876010782,0.37885500440375,-0.0800299849742371,0,0,0,0.07889887659623,-0.454572899827647,0.524669415947059,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,-1.17100613052366,-0.506655847922114,0,-0.963537372934444,0.381938691695666,0.0868898250734766,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0,0,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Campanula_rotundifolia",-0.284500662053235,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,1,0.37885500440375,-0.0800299849742371,-1.53807121880551,-0.100368224195784,0.790732985120224,2.67123660667427,-0.454572899827647,1.16450883770091,-1.18587041385426,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,-1.17100613052366,-0.506655847922114,-1.591429777086,-0.963537372934444,2.3504865732783,2.06640997410368,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-0.317225375029157,-0.38300230301245,1.58193858196129,-0.462373393850366,1.11558601603893,0.564840101214843,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Campanula_sibirica",-0.437293776022743,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0,1,0,0,0,1,0,0,0.973156861705521,-0.0800299849742371,-0.655460635877011,-1.09053459539089,0.075751098784209,-0.785213700096451,-0.454572899827647,1.26294567181688,-1.18587041385426,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,-1.17100613052366,-0.506655847922114,-1.591429777086,1.40709211259973,-0.711699020294688,-0.360965412263674,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-0.00748112858496701,0.468775916919775,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Campanula_trachelium",0.272017708747949,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.169731325413269,-0.0800299849742371,1.06123657212453,1.43428672325941,-0.865396803569742,0.07889887659623,-0.454572899827647,1.26294567181688,-1.18587041385426,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,0.912422182483491,-0.506655847922114,-0.850105281225629,-0.963537372934444,2.07707714528071,2.1738952310646,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,0.535872370037054,0.63363621755182,1.58193858196129,-0.322460374863118,-0.168162900877352,0.564840101214843,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Cannabis_sativa",1.46169193224762,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0,0.5,0,0,1,0,1,0,0,0.37885500440375,-0.0800299849742371,1.26193651637979,0.363836592237678,0.485687559482888,0.943011453288911,4.21927420571732,1.26294567181688,-1.18587041385426,-1.85812506704784,1.94319747825551,-0.271187686397183,-0.26861629036035,-1.17100613052366,-0.506655847922114,1.12631430137358,-0.963537372934444,-1.80533673228504,-1.70453112427513,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-0.596880154942347,-1.37216410680471,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Capsella_bursa-pastoris",-0.437293776022743,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0.5,0,1,0,0,0,0,1,0,0.37885500440375,-0.0800299849742371,0.614551936083227,0.50999420628103,-1.06166634099531,5.26357433675232,-0.454572899827647,-1.93625143695235,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,-1.17100613052366,-0.506655847922114,-1.31949100153371,-0.963537372934444,-1.14915410509083,-0.956612877922085,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-1.31981095488661,-0.100384644786089,-0.963999071580031,-0.74219943182486,-0.649568744720956,-1.00190218051859,-0.216230409684991,-0.258105326136637,0.0628470975161218,1,0,0,0,0,0,0,0,0
"Cardamine_amara",-0.229762995106401,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-1.31261951253206,-0.0800299849742371,0.822020461539281,1.94377981446687,-1.42836269706323,0.943011453288911,-0.454572899827647,0.524669415947059,1.06825340961718,0.68176794739476,-0.651920418351525,-0.271187686397183,-0.26861629036035,0.912422182483491,-0.506655847922114,-0.77924061596413,1.40709211259973,-0.164880164299511,-1.25667588693798,-0.150982119536845,-0.191477287372964,-0.0715351730397195,-0.225544113768658,-1.37941667685123,0,-0.00927245150203678,-0.182547355875871,1.43652324526799,1.08708752845932,-0.216230409684991,3.93114265961956,0.0628470975161218,0,0,0,0,0,0,1,0,0
