,,Plant height,Growth form,Growth form,Growth form,Growth form,Growth form,Life form,Life form,Life form,Life form,Life form,Life form,Life form,Leaf presence and metamorphosis,Leaf presence and metamorphosis,Leaf presence and metamorphosis,Leaf presence and metamorphosis,Leaf life span,Leaf life span,Leaf life span,Leaf life span,Leaf anatomy,Leaf anatomy,Leaf anatomy,Leaf anatomy,Leaf anatomy,Leaf anatomy,Leaf rosette,Leaf rosette,Leaf rosette,Specific leaf area (SLA),Start of the flowering period,Length of the flowering period,Flower colour,Flower colour,Flower colour,Flower colour,Flower colour,Flower colour,Flower colour,Flower colour,Flower colour,Flower colour,Flower colour,Flower colour,Flower colour,Flower colour,Flower colour,Flower colour,Flower colour,Dicliny,Dicliny,Dicliny,Dicliny,Dicliny,Dicliny,Dicliny,Dicliny,Dicliny,Dicliny,Generative reproduction type,Generative reproduction type,Generative reproduction type,Generative reproduction type,Generative reproduction type,Generative reproduction type,Generative reproduction type,Generative reproduction type,Generative reproduction type,Pollination syndrome,Pollination syndrome,Pollination syndrome,Pollination syndrome,Pollination syndrome,Pollination syndrome,Pollination syndrome,Basic fruit type,Basic fruit type,Reproduction type,Reproduction type,Reproduction type,Reproduction type,Reproduction type,Dispersal unit (diaspore),Dispersal unit (diaspore),Dispersal unit (diaspore),Dispersal unit (diaspore),Dispersal unit (diaspore),Dispersal unit (diaspore),Dispersal unit (diaspore),Dispersal unit (diaspore),Dispersal unit (diaspore),Dispersal unit (diaspore),Dispersal unit (diaspore),Dispersal strategies,Dispersal strategies,Dispersal strategies,Dispersal strategies,Dispersal strategies,Dispersal strategies,Dispersal strategies,Dispersal strategies,Dispersal strategies,Myrmecochory,Myrmecochory,Seed mass,Size of the belowground bud bank (root buds included),Depth of the belowground bud bank (root buds included),Parasitism and mycoheterotrophy,Parasitism and mycoheterotrophy,Parasitism and mycoheterotrophy,Parasitism and mycoheterotrophy,Parasitism and mycoheterotrophy,Parasitism and mycoheterotrophy,Parasitism and mycoheterotrophy,Carnivory,Symbiotic nitrogen fixation,Symbiotic nitrogen fixation,Symbiotic nitrogen fixation,Origin in the Czech Republic,Invasion status,Red List 2017 (IUCN categories)
,Pladias name,,monocarpic perennial non-clonal herb,polycarpic perennial non-clonal herb,clonal herb,woody liana,parasitic epiphyte,macrophanerophyte,nanophanerophyte,chamaephyte,hemicryptophyte,geophyte,hydrophyte,therophyte,"leaves present, not modified",leaves modified to tendrils,leaves modified to phyllodes,leaves reduced or absent,overwintering green,spring green,summer green,evergreen,succulent,scleromorphic,mesomorphic,hygromorphic,helomorphic,hydromorphic,Rosette plant,Hemirosette plant,Erosulate plant,,,,white,yellow-white,green-white,green,yellow-green,yellow,orange,pink,pink-violet,red,red-violet,violet,blue,blue-violet,brown,red-brown,black,synoecious,monoecious,dioecious,gynomonoecious,andromonoecious,gynodioecious,androdioecious,trioecious,trimonoecious,male sterile,allogamy,allogamy self-incompatibility,facultative allogamy,autogamy,facultative autogamy,mixed mating,apomixis,obligate apomixis,facultative apomixis,wind-pollination,water-pollination,insect-pollination,selfing,cleistogamy,pseudocleistogamy,geitonogamy,fleshy,dry,only vegetatively,"mostly vegetatively, rarely by seed/spores",by seed/spores and vegetatively,"mostly by seed/spores, rarely vegetatively",only by seed/spores,spore,seed,"fruit, infrutescence or its part",tumbleweed,turion,bulbil or tuber,pseudovivipary,leaf-born plantlet,stolon-born plantlet,shoot fragment,budding,Allium (mainly autochory),Bidens (mainly autochory and epizoochory),Cornus (mainly autochory and endozoochory),Epilobium (mainly anemochory and autochory),Lycopodium (mainly anemochory),Phragmites (mainly anemochory and hydrochory),Sparganium (mainly autochory and hydrochory),Wolffia (mainly hydrochory),Zea (no dispersal),myrmecochorous,non-myrmecochorous,,,,autotrophic,root hemiparasite,stem hemiparasite,root holoparasite,stem holoparasite,partial or initial mycoheterotroph,full mycoheterotroph,,symbiosis with rhizobia,symbiosis with Frankia,no nitrogen-fixing symbionts,,,
pladias_id,lat_name,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,,,
1470,Agrostemma githago,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"17,73",6,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"14,554875",5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,archaeophyte,casual,CR
1858,Bromus arvensis,"0,9",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"19,205",6,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"2,625666667",5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,archaeophyte,casual,CR
1897,Bupleurum rotundifolium,"0,6",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"3,33075",5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,archaeophyte,casual,CR
2185,Conringia orientalis,"0,6",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"30,35",5,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1,995",5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,archaeophyte,naturalized,CR
2706,Galium tricornutum,"0,6",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"22,42",6,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"8,446",5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,archaeophyte,casual,CR
2853,Herniaria hirsuta,"0,03",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"26,94",7,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"0,0561675","17,5","2,71",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,archaeophyte,naturalized,CR
3029,Chenopodium urbicum,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"13,61",7,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"0,3499",5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,archaeophyte,naturalized,CR
3352,Marrubium peregrinum,"0,7",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"11,6",7,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"0,94",10,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,archaeophyte,naturalized,CR
