"","X","Height","Tree","Shrub","WoodyLiana","ParasiticEpiphyte","DwarfShrub","MonocarpPerennialHerb","PolycarpNonClonalHerb","ClonalHerb","AnnualHerb","ChamPh","GeoPh","HemiPh","HydroPh","MphanPh","NphanPh","TherPh","LfArVertic","LfArAltern","LfArRosette","LfArOppos","LfTSimple","LfTReduced","LfTComp","LfGrSpring","LfGrSummer","LfGrWinter","LfGrPersist","LfScler","LfSuccul","LA","SLA","LDMC","FloweringLength","Dioecy","OutCross","AutoGam","ZooGam","AnemoGam","HydroGam","FleshyFr","VegetRepr","MyrmChor","SeedMass","Sh_polycyclic_Woody_incl","BdBank_size","BdBank_depth","Parasit","MHtroph","Cvory","Nfix","Gnm_size","Gnm_GC","Clon_persist","Clon_multip","LateralSpr","ClonInd","ClonDispOrg","DiasporeVeg","DiasporeGen","DispAllium","DispBidens","DispCornus","DispEpilobium","DispalLycopodium","DispPhragmites","DispSparganium","DispWolffia","DispZea"
"415","Carex_muricata",-0.355247391947547,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.75,0,5.94148617730174,17.07,338,1,0,0.75,0,0,1,0,0,0.25,0,0.570979546585738,NA,NA,NA,0,0,0,0,6.62671774924902,36.21,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0
"416","Carex_nigra",-0.796287939479459,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.25,0,5.0700356373777,17.79,372.4,3,0.5,1,0,0,1,0,0,0.5,0,-0.287682072451781,1,20,4,0,0,0,0,6.66783426992862,36.2,4,1,0.09,4,0,0,1,1,0,0,0,0,0,0,0,0
"417","Carex_obtusata",-1.38230233985035,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,20,4,0,0,0,0,6.42737802930884,36.12,4,1,0.07,4,0,0,1,1,0,0,0,0,0,0,0,0
"418","Carex_oederi",-1.89047544216721,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.5,0,NA,NA,NA,1,0,0.6,1,0,1,0,0,0.5,1,NA,1,20,4,0,0,0,0,6.54391184556479,35.88,4,1,0.01,3,0,0,1,1,0,0,0,0,0,0,0,0
"419","Carex_ornithopoda",-2.29263476214088,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.88,0,6.40976361319623,30.58,274.99,2,0,0.5,0,0,1,0,0,0.5,NA,-0.261364764134408,1,15,3.67,0,0,0,0,6.56678494105448,36.79,4,0.75,0.01,3,0,0,1,1,0,0,0,0,0,0,0,0
"420","Carex_otomana",-0.286349627218002,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,6.64321665230154,36.33,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0
"421","Carex_otrubae",-0.691149177897272,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.5,0,7.7596141506969,18.3,318,2,0,0.5,0,0,1,0,0,0.5,0,-0.083381608939051,1,20,4,0,0,0,0,6.64436248576024,36.46,4,6,0.01,4,0,0,1,1,0,0,0,0,0,0,0,0
"422","Carex_pairae",-0.691149177897272,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,NA,0,NA,NA,NA,2,0,0.75,0,0,1,0,0,0.5,NA,NA,NA,NA,NA,0,0,0,0,6.67194433394025,36.51,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0
"423","Carex_pallescens",-1.04696905551627,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,6.26625133157403,30.18,264.57,2,0,0.5,0,0,1,0,0,0.5,1,0.231111720963387,1,20,4,0,0,0,0,6.62632031929082,35.69,4,4.33,0.01,4,0,0,1,1,0,0,0,0,0,0,0,0
"424","Carex_panicea",-1.38230233985035,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.5,0,6.4150969591716,20.57,384.85,3,0,0.5,0,0,1,0,0,0.5,1,0.854415328156067,1,20,4,0,0,0,0,7.20455813038324,37.54,4,5,0.08,5,0,0,1,1,0,0,0,0,0,0,0,0
"425","Carex_paniculata",0.000999500333083423,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.63,0,8.30733598442776,15.98,295.35,2,0,0.75,0,0,1,0,0,0.5,1,-0.198450938723838,1,20,4,0,0,0,0,6.59465966746827,37.2,4,6,0.01,4,0,0,1,0,0,0,0,0,0,1,0,0
"426","Carex_pauciflora",-1.89047544216721,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.63,0,3.82056539493931,19.02,306.96,3,0,0.5,0,0,1,0,0,0.5,NA,-0.462035459596559,1,20,4,0,0,0,0,6.59530225753844,36.54,4,1,0.07,4,0,0,1,1,0,0,0,0,0,0,0,0
"427","Carex_pendula",0.000999500333083423,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.5,0,9.43667881418691,13.3,301.5,2,0,0.75,0,0,1,0,0,0.5,0,-0.3147107448397,1,20,4,0,0,0,0,6.58708158556971,36.5,4,6,0.01,4,0,0,1,0,0,0,0,0,0,1,0,0
"428","Carex_pilosa",-0.913793851675568,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.75,0,8.3696208269491,24.46,294.31,3,0,0.5,0,0,1,0,0,0.5,0,1.20297230399235,1,20,4,0,0,0,0,6.83609814721791,36.93,4,2.25,0.07,4,0,0,1,1,0,0,0,0,0,0,0,0
"429","Carex_pilulifera",-1.38230233985035,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.75,0,5.34233425196481,19.43,328,3,0,0.75,0,0,1,0,0,0.5,1,0.215111379616945,1,20,4,0,0,0,0,6.87759499588725,37.19,4,6,0.01,4,0,0,1,1,0,0,0,0,0,0,0,0
"430","Carex_praecox",-1.46533756846034,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,NA,16.05,NA,2,0,0.75,0,0,1,0,0,0.5,0,NA,1,20,4,0,0,0,0,6.43269890609975,35.78,4,2,0.13,4,0,0,1,1,0,0,0,0,0,0,0,0
"431","Carex_pseudobrizoides",-0.796287939479459,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,1,0,0.5,0,0,1,0,0,0.5,NA,NA,1,20,4,0,0,0,0,6.5203559966856,36.05,4,1,0.07,4,0,0,1,1,0,0,0,0,0,0,0,0
"432","Carex_pseudocyperus",-0.355247391947547,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.25,0,8.23959345430597,22.73,308.56,3,0,0.75,0,0,1,0,0,0.5,0,-0.301105092783922,1,20,4,0,0,0,0,6.55852399074195,35.88,4,6,0.01,4,0,0,1,0,0,0,0,0,0,1,0,0
"433","Carex_pulicaris",-1.60445037092306,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.63,0,4.92362391710663,9.32,349.17,2,0,0.75,0,0,1,0,0,0.5,NA,0.398776119957368,1,20,4,0,0,0,0,6.42223996317231,36.7,4,1,0.07,4,0,0,1,1,0,0,0,0,0,0,0,0
"434","Carex_remota",-1.04696905551627,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.5,0,5.76205138278018,25.75,254,2,0,0.75,0,0,1,0,0,0.5,0,-0.967584026261706,1,20,4,0,0,0,0,6.66149662016188,37.95,4,3.5,0.07,5,0,0,1,0,0,0,0,0,0,1,0,0
"435","Carex_rhizina",-1.46533756846034,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,0,0,0,0,7.47629116429212,37.22,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0
"436","Carex_riparia",0.000999500333083423,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.25,0,9.55181791825193,11.63,326.64,2,0,0.75,0,0,1,0,0,0.5,0,0.693147180559945,1,20,4,0,0,0,0,6.68199580913456,35.81,4,3.5,0.07,5,0,0,1,0,0,0,0,0,0,1,0,0
"437","Carex_rostrata",-0.429245636773568,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.25,0,7.07538612036609,15.62,245.88,3,0,0.75,0,0,1,0,0,0.5,0,0.173953307123438,1,20,4,0,0,0,0,6.57950118076531,35.66,4,1,0.07,4,0,0,1,0,0,0,0,0,0,1,0,0
"438","Carex_rupestris",-1.89047544216721,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.88,0,3.43559880837949,11.99,353.41,2,0,0.5,0,0,1,0,0,0.5,NA,NA,1,20,4,0,0,0,0,6.50282003047358,36.92,4,1,0.09,4,0,0,1,1,0,0,0,0,0,0,0,0
"439","Carex_secalina",-1.38230233985035,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.25,0,NA,NA,NA,3,0,0.5,0,0,1,0,0,0.5,NA,0,1,20,4,0,0,0,0,6.14697144970638,34.62,4,6,0.01,4,0,0,1,1,0,0,0,0,0,0,0,0
"440","Carex_spicata",-0.596020469829223,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,5.78176151597279,20.64,249.63,1,0,0.5,0,0,1,0,0,0.25,0,0.8754687373539,1,20,4,0,0,0,0,6.63189636999593,36.27,4,6,0.01,4,0,0,1,1,0,0,0,0,0,0,0,0
"441","Carex_stenophylla",-2.03255795578099,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,6.37732200890994,35.74,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0
"442","Carex_strigosa",-0.429245636773568,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.63,0,7.78150587450867,36.45,160.94,2,0,0.75,0,0,1,0,0,0.5,1,-0.579818495252942,1,20,4,0,0,0,0,6.48614554492546,35.16,4,3.5,0.07,5,0,0,1,1,0,0,0,0,0,0,0,0
"443","Carex_supina",-1.89047544216721,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,NA,NA,NA,2,0,0.5,0,0,1,0,0,0.5,0,NA,1,20,4,0,0,0,0,6.66195703710312,36.32,4,2.25,0.07,4,0,0,1,1,0,0,0,0,0,0,0,0
"444","Carex_sylvatica",-0.429245636773568,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.63,0,6.51767127291227,30.9,324,3,0,0.75,0,0,1,0,0,0.5,0,0.512823626428664,1,20,4,0,0,0,0,6.619179473937,36.39,4,3.5,0.01,4,0,0,1,1,0,0,0,0,0,0,0,0
"445","Carex_tomentosa",-1.04696905551627,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,6.14311209671712,18.02,354.65,1,0,0.5,0,0,1,0,0,0.5,1,-0.867500567704723,1,20,4,0,0,0,0,6.64798664295467,35.92,4,1,0.07,4,0,0,1,1,0,0,0,0,0,0,0,0
"446","Carex_umbrosa",-1.04696905551627,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.75,0,6.22455842927536,21.31,390.44,2,0,0.75,0,0,1,0,0,0.5,1,-0.713349887877465,1,20,4,0,0,0,0,6.88754236753092,37.23,4,3.5,0.01,4,0,0,1,1,0,0,0,0,0,0,0,0
"447","Carex_vaginata",-1.38230233985035,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,5.40245213128004,24.57,264.04,2,0,0.75,0,0,1,0,0,0.5,NA,1.11185751541813,1,20,4,0,0,0,0,7.26379902375658,37.8,4,3.5,0.07,5,0,0,1,1,0,0,0,0,0,0,0,0
"448","Carex_vesicaria",-0.286349627218002,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.63,0,7.10824413973154,16.55,320.11,2,0,0.75,0,0,1,0,0,0.5,0,0.336472236621213,1,20,4,0,0,0,0,6.64945076257434,36.14,4,4.5,0.1,5,0,0,1,0,0,0,0,0,0,1,0,0
"449","Carex_vulpina",-0.509160344446929,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.63,0,7.38236080324756,20.02,315.5,2,0,NA,0,0,1,0,0,0.5,0,0.322083499169113,1,20,4,0,0,0,0,6.55716180535927,37.22,4,3.5,0.01,4,0,0,1,1,0,0,0,0,0,0,0,0
"450","Carlina_acaulis",-1.55589714550607,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,8.29433459949724,10.96,183.38,4,0,0.75,0,1,0,0,0,0.5,1,1.40854497005471,0,41,8.17,0,0,0,0,9.08028293816316,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"451","Carlina_biebersteinii",-0.525939261576039,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,NA,NA,NA,3,0,0.75,1,1,0,0,0,0,1,NA,NA,NA,NA,0,0,0,0,8.91099049465672,42.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"452","Carlina_vulgaris",-1.20064501423326,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,5.73657229747919,13.35,218.5,3,0,0.75,1,1,0,0,0,0,1,0.371563556432483,1,14,3.57,0,0,0,0,8.92261563194749,42.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"453","Carpinus_betulus",2.89042731190857,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,7.72688291546366,22.59,258.69,2,0,0.9,0,0,1,0,0,0.25,0,3.73361378545411,NA,30,10,0,0,0,0,7.95487074378005,38.55,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0
"454","Carum_carvi",-0.596020469829223,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,7.13483507311787,25.58,178.51,2,0.5,0.75,0,1,0,0,0,0,0,0.657520002916794,1,10,3,0,0,0,0,8.22259928719392,38.96,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"455","Catabrosa_aquatica",-1.04696905551627,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.5,0,6.21060007702465,44.05,161.5,3,0,NA,0,0,1,0,0,0.5,0,-0.891598119283784,1,20,4,0,0,0,0,8.51832854665649,47.33,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"456","Caucalis_platycarpos",-1.60445037092306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.88,0,NA,NA,NA,3,0.5,0.6,1,1,0,0,0,0,0,2.97552956623647,0,5,1,0,0,0,0,7.37658321737415,37.71,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"457","Centaurea_cyanus",-0.596020469829223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.88,0,6.19031540585315,21.06,183.78,3,0,0.88,0,1,0,0,0,0,1,1.8229350866965,0,5,1,0,0,0,0,7.28385336645749,39.78,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"458","Centaurea_diffusa",-0.913793851675568,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0.88,0,5.41538903813387,16.15,203.49,2,0,0.75,0,1,0,0,0,0,1,NA,0,7.5,2.33,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"459","Centaurea_erdneri",-0.355247391947547,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0
"460","Centaurea_jacea",-0.355247391947547,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.88,0,NA,16.41,219.59,3,0,NA,0,1,0,0,0,0,1,0.693147180559945,0,35.48,8.66,0,0,0,0,8.12171504715361,39.61,3.33,1.83,0.04,3,0,0,1,1,0,0,0,0,0,0,0,0
"461","Centaurea_montana",-0.596020469829223,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.75,0,8.61159386683772,36.5,79,4,0,0.88,0,1,0,0,0,0,1,2.70001802940495,1,42.5,8.06,0,0,0,0,8.56558327556433,41.01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"462","Centaurea_nigra",-0.429245636773568,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,8.14322675036744,23.49,154.33,2,0,1,0,1,0,0,0,0.25,1,0.916290731874155,0,20,4,0,0,0,0,NA,NA,4,1,0.01,3,0,0,1,1,0,0,0,0,0,0,0,0
"463","Centaurea_oxylepis",-0.429245636773568,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,0,0,0,0,8.08512945542406,38.98,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0
"464","Centaurea_phrygia",-0.355247391947547,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,1,0.858661619037519,1,40,8.25,0,0,0,0,NA,NA,2,1,0.13,4,0,0,1,1,0,0,0,0,0,0,0,0
"465","Centaurea_pseudophrygia",-0.286349627218002,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.88,0,8.48261623929522,30.74,145.25,2,0,0.88,0,1,0,0,0,0.25,1,NA,0,20,4,0,0,0,0,7.4971628517253,39.62,3,1,0.01,3,0,0,1,1,0,0,0,0,0,0,0,0
"466","Centaurea_scabiosa",-0.161343150408763,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,8.37839078853578,19.2,197,3,0,1,0,1,0,0,0,0.25,1,1.86562931779451,1,39.82,8.26,0,0,0,0,8.02340493723455,41.29,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"467","Centaurea_stenolepis",-0.355247391947547,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,NA,0,NA,NA,NA,2,0,NA,0,1,0,0,0,0.25,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0
"468","Centaurea_stoebe",-0.104250021373799,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,6.12400482373927,22.72,164.77,3,0,0.75,0,1,0,0,0,0,1,0.488580014818671,1,14.38,3.61,0,0,0,0,7.27106416955691,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"469","Centaurea_triumfetti",-1.38230233985035,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.75,0,NA,NA,NA,2,0,0.88,0,1,0,0,0,0,1,2.28543893415908,1,39.25,8.63,0,0,0,0,7.74219800795081,39.67,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"470","Centaurium_erythraea",-1.04696905551627,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0.75,0,5.52744298953979,21.28,259.83,4,0,0.5,1,1,0,0,0,0,0,-3.91202300542815,0,5,1,0,0,0,0,7.52718594921872,39.88,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"471","Centaurium_littorale",-1.60445037092306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,NA,0,3.51541852575218,30.43,260.61,3,0,0.5,1,1,0,0,0,0,0,-3.50655789731998,0,5,1,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"472","Centaurium_pulchellum",-2.1982250776698,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.25,0,2.82316300820271,43.2,184.38,3,0,0.6,1,1,0,0,0,0,0,-3.91202300542815,0,5,1,0,0,0,0,7.76245992698331,40.74,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"473","Centunculus_minimus",-2.79688141480883,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.5,0,2.17588743994809,71.27,122.52,5,0,0.6,1,1,0,0,0,0,0,-2.99573227355399,0,5,1,0,0,0,0,7.39223487401833,39.43,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"474","Cephalanthera_damasonium",-0.913793851675568,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.63,0,7.3822799230218,30.63,166.07,2,0,0.6,1,1,0,0,0,0.5,0,-3.91202300542815,0,30,9.33,0,0.5,0,0,10.4366024152976,44.43,3,3.5,0.01,4,0,0,1,0,0,0,0,1,0,0,0,0
"475","Cephalanthera_longifolia",-1.04696905551627,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,7.47892689751636,35.57,185.12,2,0,0.5,0,1,0,0,0,0.5,0,NA,0,35.42,8.67,0,0.5,0,0,10.4045203830393,43.95,3,0.67,0.04,2,0,0,1,0,0,0,0,1,0,0,0,0
"476","Cephalanthera_rubra",-0.691149177897272,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,NA,NA,NA,2,0,0.5,1,1,0,0,0,0.5,0,NA,0,35.83,8.63,0,0.5,0,0,10.3412187979809,44.86,3.33,3,0.06,3,0,0,1,0,0,0,0,1,0,0,0,0
"477","Cerastium_alsinifolium",-2.5133061243097,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,8.1175391662128,38.8,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0
"478","Cerastium_arvense",-1.70925824771631,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.88,0,NA,21.44,194.46,3,0.5,1,1,1,0,0,0,0.5,1,-1.66073120682165,1,18.33,3.18,0,0,0,0,7.73286449637174,38.23,3.5,2.67,0.09,4,0,0,1,1,0,0,0,0,0,0,0,0
"479","Cerastium_brachypetalum",-1.38230233985035,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,NA,NA,NA,2,0.5,0.25,1,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,7.93540847870975,39.15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"480","Cerastium_dubium",-1.65548185093551,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,NA,0,NA,NA,NA,2,0,0.6,1,1,0,0,0,0,0,NA,0,5,1,0,0,0,0,7.21968596303141,38.35,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"481","Cerastium_fontanum",-1.20064501423326,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.75,0,NA,NA,NA,3,0,0.25,1,0,0,0,0,0.5,0,NA,NA,NA,NA,0,0,0,0,8.73333146295399,38.9,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0
"482","Cerastium_glomeratum",-1.89047544216721,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0.88,0,5.17428358562459,21.75,155.24,9,0,0.25,1,0,0,0,0,0,0,-2.81341071676004,0,5,1,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"483","Cerastium_glutinosum",-2.03255795578099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0.88,0,NA,NA,NA,2,0,0.25,1,1,0,0,0,0,0,NA,0,5,1,0,0,0,0,7.62301124913006,38.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"484","Cerastium_holosteoides",-1.46533756846034,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.75,0,3.11351530921037,37.12,177.3,6,NA,0.5,1,1,0,0,0,0.5,0,-2.20727491318972,0,10,3,0,0,0,0,8.54255484843914,39.85,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"485","Cerastium_lucorum",-0.691149177897272,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.75,0,NA,NA,NA,3,0,0.43,1,1,0,0,0,0.5,0,NA,0,NA,NA,0,0,0,0,8.72762914210027,39.59,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0
"486","Cerastium_pumilum",-2.03255795578099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0.88,0,NA,NA,NA,2,0,0.6,1,1,0,0,0,0,0,-3.2188758248682,NA,NA,NA,0,0,0,0,7.9856545260527,38.55,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
