	Height	Tree	Shrub	WoodyLiana	ParasiticEpiphyte	DwarfShrub	MonocarpPerennialHerb	PolycarpNonClonalHerb	ClonalHerb	AnnualHerb	ChamPh	GeoPh	HemiPh	HydroPh	MphanPh	NphanPh	TherPh	LfArVertic	LfArAltern	LfArRosette	LfArOppos	LfTSimple	LfTReduced	LfTComp	LfGrSpring	LfGrSummer	LfGrWinter	LfGrPersist	LfScler	LfSuccul	LA	SLA	LDMC	FloweringLength	Dioecy	OutCross	AutoGam	ZooGam	AnemoGam	HydroGam	FleshyFr	VegetRepr	MyrmChor	SeedMass	SeedNo	Sh_polycyclic_Woody_incl	BdBank_size	BdBank_depth	Parasit	MHtroph	Cvory	Nfix	Gnm_size	Gnm_GC	Clon_persist	Clon_multip	LateralSpr	ClonInd	ClonDispOrg	DiasporeVeg	DiasporeGen	DispAllium	DispBidens	DispCornus	DispEpilobium	DispalLycopodium	DispPhragmites	DispSparganium	DispWolffia	DispZea
Aldrovanda_vesiculosa	0.18	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	NA	NA	NA	2	0	0.25	1	0	0	0	0	0.75	0	NA	NA	0	3.33	1	0	0	1	0	938.43	42.79	1	4.75	0	7	1	1	1	0	0	0	0	0	0	0	1	0
Alisma_gramineum	0.3	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.25	0	NA	NA	NA	3	0	0.5	0	1	1	1	0	0.5	0	0.46	NA	0	12.5	4.2	0	0	0	0	19837.81	42.9	1.5	1	0.01	3	0	0	1	0	0	0	0	0	0	1	0	0
Alisma_lanceolatum	0.6	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.25	0	1774.8	28.25	118.25	3	0	0.5	0	1	1	1	0	0.5	0	0.38	NA	0	16.67	3.8	0	0	0	0	38816.72	42.77	2	2.25	0.01	3	0	0	1	0	0	0	0	0	0	1	0	0
Alisma_plantago-aquatica	0.75	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.25	0	11979.42	29.73	135.03	4	0	0.5	0	1	1	1	0	0.5	0	0.38	26542.05	0	10.36	4.03	0	0	0	0	18490.3	42.68	1.67	2.11	0.01	3	0	0	1	0	0	0	0	0	0	1	0	0
Alliaria_petiolata	0.55	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.5	0	7514	41.2	161.33	3	0	0.6	1	1	0	0	0	0	0	2.35	9887.31	1	35.23	8.69	0	0	0	0	1867.36	40.51	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Allium_angulosum	0.33	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.25	0	464.25	11.46	NA	3	0	0.5	1	1	0	0	0	0.5	0	2.11	NA	1	5	5	0	0	0	0	25833.19	40.23	3	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Allium_carinatum	0.28	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	NA	0	1280	28.26	111.11	2	0	NA	0	1	0	0	0	0.75	0	1.29	NA	0	5	5	0	0	0	0	42423.2	40.29	1.5	5.83	0.09	4	1	1	1	1	0	0	0	0	0	0	0	0
Allium_flavum	0.4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.38	0	NA	NA	NA	3	0	NA	0	1	0	0	0	0	0	1.36	NA	0	5	5	0	0	0	0	23938.34	41.17	1	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Allium_oleraceum	0.53	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0.75	0	1224	11.8	150	3	0	0.9	0	1	0	0	0	0.75	0	11.37	22.2	0	5	5	0	0	0	0	56610.77	40.04	1.33	2.33	0.02	3	1	1	1	1	0	0	0	0	0	0	0	0
Allium_paradoxum	0.23	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	NA	0	3052	42.89	48.99	2	0	NA	0	1	0	0	0	1	0	127.89	0	0	5	5	0	0	0	0	NA	NA	1	3.5	0.01	3	1	1	0	1	0	0	0	0	0	0	0	0
Allium_rotundum	0.5	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	NA	0	NA	NA	NA	2	0	0.75	1	1	0	0	0	0.5	0	1.47	NA	0	5	5	0	0	0	0	NA	NA	1.33	3.5	0.05	3	0	0	1	1	0	0	0	0	0	0	0	0
Allium_sativum	0.65	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	NA	0	NA	NA	NA	3	0	NA	0	1	0	0	0	1	0	NA	NA	0	5	5	0	0	0	0	30468.09	37.98	1.17	5.4	0.01	4	1	1	0	1	0	0	0	0	0	0	0	0
Allium_schoenoprasum	0.25	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.75	0	556	8.85	170.58	4	0	0.75	1	1	0	0	0	0.5	0	0.91	2259.73	1	5	5	0	0	0	0	14459	39.87	4	2.5	0.01	4	0	0	1	1	0	0	0	0	0	0	0	0
Allium_scorodoprasum	0.75	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0.75	0	670.5	4.65	207.7	3	0	0.75	0	1	0	0	0	0.75	0	43.17	40.5	0	6.67	5	0	0	0	0	39728.52	38.29	1.14	5.5	0.01	3	1	1	0	1	0	0	0	0	0	0	0	0
Allium_senescens	0.25	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	953.25	11.36	145.45	3	NA	NA	NA	NA	NA	NA	0	0.5	0	1.68	46.18	1	5	5	0	0	0	0	42753.99	39.82	4	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Allium_sphaerocephalon	0.55	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0.38	0	1940.63	5.7	134.51	3	0	0.5	1	1	0	0	0	0	0	1.46	3.75	0	5	5	0	0	0	0	NA	NA	1	3.5	0.04	3	0	1	1	1	0	0	0	0	0	0	0	0
Allium_strictum	0.38	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	NA	0	NA	12.02	NA	3	0	NA	0	1	0	0	0	0.5	0	NA	NA	1	5	5	0	0	0	0	NA	NA	4	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Allium_ursinum	0.28	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0.5	0	6656.67	37.25	114.33	2	0	0.6	1	1	0	0	0	0.25	1	5.39	255.87	1	5	5	0	0	0	0	54823.93	36.08	2.6	1.56	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Allium_victorialis	0.55	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	NA	0	5537	25.14	NA	3	0	0.75	1	1	0	0	0	0.5	1	7.39	NA	1	5	5	0	0	0	0	36958.27	37.9	3	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Allium_vineale	0.55	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0.63	0	1195	18.7	170.5	3	0	0.75	0	1	0	0	0	0.75	1	7.5	NA	0	6.11	5	0	0	0	0	38285.04	39.15	1.13	5.09	0.01	3	1	1	1	1	0	0	0	0	0	0	0	0
Alnus_alnobetula	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	1916.5	20.98	295.83	2	0	1	0	0	1	1	0	0	0	0.7	NA	NA	NA	NA	0	0	0	1	1039.29	39.41	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Alnus_glutinosa	22.5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0.5	0	3462.95	14.76	248	3	0	1	0	0	1	1	0	0.25	0	2.31	NA	NA	30	10	0	0	0	1	895.5	38.89	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0
Alnus_incana	13	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	2723.31	20.52	213.84	2	0	1	0	0	1	1	0	0.5	0	0.55	NA	NA	34.5	9.35	0	0	0	1	1055.09	38.74	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0
Alopecurus_aequalis	0.18	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.25	0	341.75	24.54	177.76	6	0	0.6	1	0	1	1	0	0.5	0	0.17	1802.33	0	9	1.89	0	0	0	0	5802.66	46.57	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Alopecurus_geniculatus	0.28	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.25	0	260.25	27.55	211.95	6	0	0.75	0	0	1	1	0	0.5	0	0.34	NA	0	11.25	1.44	0	0	0	0	13401.12	46.96	2	5.8	0.22	6	0	1	1	0	0	0	0	0	0	1	0	0
Alopecurus_myosuroides	0.45	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	547	27.27	272	5	0	0.75	0	0	1	1	0	0	0	2.15	2698.13	0	7.5	2.33	0	0	0	0	6436.74	45.93	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Alopecurus_pratensis	0.75	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.5	0	1088.13	25.04	308.06	2	0	0.9	0	0	1	1	0	0.5	0	0.66	45361.38	1	22.5	3.67	0	0	0	0	11153.11	46.11	4	2.81	0.05	3	0	0	1	1	0	0	0	0	0	0	0	0
Althaea_officinalis	1.25	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.63	0	4066.63	23.55	205.35	3	0	0.5	1	1	0	0	0	0	0	5.65	183	0	20	4	0	0	0	0	3117.28	38.67	4	1	0.13	4	0	0	1	1	0	0	0	0	0	0	0	0
Alyssum_alyssoides	0.18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	23.88	21.48	207.38	4	0	0.5	1	1	0	0	0	0	0	0.57	7367.17	0	5	1	0	0	0	0	1210.3	39.13	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Alyssum_montanum	0.2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	39	12.27	241.52	4	0	NA	1	1	0	0	0	0	0	0.6	68	1	12.5	1.8	0	0	0	0	2489.57	40.62	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Alyssum_murale	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.88	0	NA	NA	NA	3	0	NA	1	1	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Amaranthus_albus	0.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	4	0	0.6	1	0	1	1	0	0	0	0.35	500	0	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Amaranthus_blitoides	0.35	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	18.14	NA	3	0	0.6	1	0	1	1	0	0	0	1.14	NA	0	5	1	0	0	0	0	917.99	35.83	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Amaranthus_blitum	0.45	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	274.09	38.04	87.88	4	0	0.6	1	0	1	1	0	0	0	0.61	1338.21	0	5	1	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Amaranthus_crispus	0.35	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	3	0	0.6	1	0	1	1	0	0	0	NA	NA	0	5	1	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Amaranthus_deflexus	0.5	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	465.65	18.06	NA	4	0	0.6	1	0	1	1	0	0	0	NA	NA	0	5	1	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Amaranthus_emarginatus	NA	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Amaranthus_powellii	0.7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	1269.15	15.77	NA	3	0	0.6	1	0	1	1	0	0	0	NA	35333.33	0	0	0	0	0	0	0	938.05	35.32	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Amaranthus_retroflexus	1.05	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	16.18	222.8	4	0	0.6	1	0	1	1	0	0	0	0.46	15067.89	0	0	0	0	0	0	0	892.08	35.61	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Ambrosia_artemisiifolia	0.85	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0.75	0	2318.35	29.19	152.52	3	0.5	0.5	0	0	1	1	0	0	0	NA	10857.62	0	2.5	1	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Amelanchier_spicata	4.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	NA	19.61	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Amorpha_fruticosa	2.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0.63	0	NA	NA	NA	3	0	0.75	1	1	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	1	3191.48	38.21	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Anacamptis_pyramidalis	0.35	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.75	0	1190	45	112.25	2	0	0.75	0	1	0	0	0	0	0	NA	23666.67	0	7.5	3.67	0	0.5	0	0	12650.35	45.84	1	1	0.01	3	0	0	1	0	0	0	0	1	0	0	0	0
Anagallis_arvensis	0.28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0.63	0	104	29.22	142	4	0	0.6	1	1	0	0	0	0	0	0.49	30795.43	0	9	1	0	0	0	0	2288.22	37.09	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Anagallis_foemina	0.23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0.75	0	240.5	28.35	177.32	4	0	0.6	1	1	0	0	0	0	0	0.45	2978.82	0	5	1	0	0	0	0	3407.96	38.32	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Anchusa_officinalis	0.6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0.88	0	1376.63	23.27	115.45	5	0	0.5	1	1	0	0	0	0	1	5.8	615.14	1	35.42	8.67	0	0	0	0	12908.71	38.48	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Andromeda_polifolia	0.23	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.63	0	40.38	7.72	414.38	3	0	0.5	1	1	0	0	0	0.75	0	0.18	NA	1	20	4	0	0	0	0	1923.94	41.24	4	3.5	0.13	5	0	0	1	1	0	0	0	0	0	0	0	0
Androsace_elongata	0.07	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0.75	0	NA	NA	NA	2	0	0.5	1	1	0	0	0	0	0	NA	NA	0	5	1	0	0	0	0	1604.32	35.95	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Androsace_maxima	0.09	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	NA	0	87.75	24.26	137.12	2	0	0.5	1	1	0	0	0	0	0	1.59	43.8	0	5	1	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Androsace_septentrionalis	0.18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	NA	0	27	23.58	178.62	2	0	0.5	1	1	0	0	0	0	0	0.22	60	0	5	1	0	0	0	0	1034.77	36.98	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Anemonastrum_narcissiflorum	0.3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	3	0	NA	1	1	0	0	0	0.5	0	8.29	NA	1	20	4	0	0	0	0	37988.77	40.3	4	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Anemone_nemorosa	0.18	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0.63	0	3003	27.4	205	3	0	1	1	1	0	0	0	0.75	0	2.14	2151.73	0	15	5	0	0	0	0	37016.6	44.25	4	1.83	0.13	4	0	0	1	1	0	0	0	0	0	0	0	0
Anemone_ranunculoides	0.18	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0.5	0	1424.13	36.7	184.66	3	0	0.75	1	1	0	0	0	0.5	0	1.74	17.74	0	15	5	0	0	0	0	32473.38	43.96	4	1	0.13	4	0	0	1	1	0	0	0	0	0	0	0	0
Anemone_sylvestris	0.33	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0.88	0	2349.88	18.35	237.03	2	0	0.75	1	1	0	0	0	0.5	0	0.56	NA	1	40.83	8.18	0	0	0	0	15798.31	43.59	4	2.67	0.05	3	0	0	1	0	0	0	1	0	0	0	0	0
Angelica_archangelica	1.45	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.5	0	65794.3	18.98	225.47	2	0.5	0.75	0	1	0	0	0	0	0	4.1	6006.43	1	20	4	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Angelica_palustris	1.05	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.5	0	NA	NA	NA	2	0.5	0.75	0	1	0	0	0	0	0	NA	NA	1	20	4	0	0	0	0	7143.06	38.48	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Angelica_sylvestris	1.05	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.5	0	40902	26.93	220	3	0.5	0.75	0	1	0	0	0	0	0	2.42	11950.09	1	16.67	3.8	0	0	0	0	4429.27	39.15	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Antennaria_dioica	0.19	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0.88	0	28	18.4	249	2	1	0.9	0	1	0	0	0	0.5	NA	0.05	280	1	18	3.44	0	0	0	0	6304.45	40.81	4	4	0.11	5	0	0	1	0	0	0	1	0	0	0	0	0
Anthemis_arvensis	0.35	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0.75	0	373.65	31.88	139.99	5	0.5	1	0	1	0	0	0	0	1	0.76	6756.47	0	5	1	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Anthemis_cotula	0.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	138	22.4	107	4	0.5	1	0	1	0	0	0	0	1	0.45	6790.36	0	5	1	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Anthemis_ruthenica	0.25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.88	0	315.75	30.55	137.12	4	0.5	NA	0	1	0	0	0	0	1	NA	NA	0	5	1	0	0	0	0	5157.69	40.24	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Anthericum_liliago	0.55	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.88	0	3337.25	17.82	162.63	2	0	0.75	1	1	0	0	0	0.5	0	5.56	22.2	1	18.75	4.2	0	0	0	0	12241.59	44.99	4	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Anthericum_ramosum	0.55	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.88	0	1733.5	23.51	161.45	3	0	0.75	0	1	0	0	0	0.5	0	4.24	64.3	0	18.33	4.27	0	0	0	0	5518.87	43.52	4	0.92	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Anthoxanthum_alpinum	0.2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.75	0	173.19	16.3	298.7	3	0	0.75	0	0	1	1	0	0.5	0	0.38	16.43	NA	NA	NA	0	0	0	0	4833.37	47.47	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Anthoxanthum_odoratum	0.33	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.75	0	NA	29.77	258.75	2	0	0.75	1	0	1	1	0	0.5	0	0.63	8793.39	0	16	3.75	0	0	0	0	11067.21	48.38	3.6	4.33	0.03	4	0	0	1	1	0	0	0	0	0	0	0	0
Anthriscus_cerefolium	0.45	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0.63	0	543.75	54.03	167.26	4	0.5	0.5	0	1	0	0	0	0	0	2.3	1240.05	0	5	1	0	0	0	0	1884.64	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Anthriscus_nitidus	0.8	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.5	0	8628.52	22.28	207.87	3	0.5	0.75	0	1	0	0	0	0.5	0	3.36	NA	1	20	4	0	0	0	0	3688.64	38.11	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Anthriscus_sylvestris	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.63	0	22864	31.19	207	3	0.5	0.75	1	1	0	0	0	0.25	0	4.3	4131.98	1	12.86	3.44	0	0	0	0	3497.09	39.56	3.2	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Anthyllis_vulneraria	0.33	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0.75	0	1007	16.27	170	2	0	0.5	1	1	0	0	0	0	0	3.25	80.2	1	11.25	3.22	0	0	0	1	785.12	41.15	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Antirrhinum_majus	0.6	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0.38	0	303	17.2	165	5	0	0.75	1	1	0	0	0	0	0	0.12	NA	0	10	1	0	0	0	0	1116.55	37.62	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Apera_interrupta	0.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0.75	0	34.5	30.74	280.42	2	0	NA	0	0	1	1	0	0	0	0.15	331	0	5	1	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Apera_spica-venti	0.65	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0.75	0	757.5	19.13	252	2	0	1	0	0	1	1	0	0	0	0.13	21457.37	0	5	1	0	0	0	0	8471.34	45.66	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Aphanes_arvensis	0.17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0.75	0	38	17.7	264	6	0	0.1	1	1	0	0	0	0	1	0.22	49731.13	0	5	1	0	0	0	0	2268.29	40.66	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Aphanes_australis	0.09	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0.75	0	70.75	25.77	212.45	5	0	0.1	1	1	0	0	0	0	1	0.24	113.33	0	5	1	0	0	0	0	710.96	39.9	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Aposeris_foetida	0.18	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.63	0	NA	NA	NA	3	0	0.5	1	1	0	0	0	0.5	NA	2.17	NA	1	20	4	0	0	0	0	4162.42	36.49	3	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Aquilegia_vulgaris	0.55	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.75	0	9402	26.01	295	3	0	0.5	1	1	0	0	0	0	1	1.54	683.82	1	32.5	9	0	0	0	0	663.35	40.56	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Arabidopsis_arenosa	0.28	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0.75	0	146.64	27.58	196.19	4	0	1	0	1	0	0	0	0	0	0.11	2170.8	1	10	3	0	0	0	0	768.67	39.65	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
